"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC033339","HSS-8061893","DXVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse Station","B1","VIHATRP20220822-020","11/30/2026","12/13/2025","General Rounding","Medical Daycare"
"PC034892","HSS-8062338","51GQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse Station","G","VIHATRP20220906-027","12/31/2026","11/13/2025","Critical Clinical","Inpatient Psychiatry"
"PC047922","HSS-8089524","48L6D14","Duncan","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","Nurse Station","1","VIHATRP20240902-048","09/30/2028","12/16/2025","General Rounding","Dialysis"
"PC036074","HSS-8061894","FXVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse Station","B1","VIHATRP20220822-016","11/30/2026","12/13/2025","General Rounding","Medical Daycare"
"PC077491","HSS-1035930","52BZDF3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse Station","G","REQ0592254-RITM0622007-SCTASK1045737","08/31/2026","11/13/2025","General Rounding","Inpatient Psychiatry"
"LD031923","HSS-8087031","591RCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Tower","Nurse station","4th Floor","VIHATRP20240527-080","06/30/2028","12/14/2025","General Rounding","NRGH Med Flr 4 & Stroke"
"LD065590","HSS-8062325","HC2KLN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse Station","G","VIHATRP20220906-030","12/31/2026","11/13/2025","General Rounding","Inpatient Psychiatry"
"PC033721","HSS-8060490","7H72RN3","Nanaimo","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","Main","Nurse Station","1","VIHATRP20220802-001","11/30/2026","08/29/2025","Critical Clinical","Birch Wing"
"PC045928","HSS-8061897","3KRQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse Station","B1","VIHATRP20220822-004","11/30/2026","12/13/2025","General Rounding","Medical Daycare"
"PC036157","HSS-8026060","5HH2FF3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse Station","G","VIHATRP20220103-041","05/31/2026","11/13/2025","Critical Clinical","Inpatient Psychiatry"
"PC090166","HSS-1045550","FSH4X04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main","Nurse Station","2","REQ1219245-RITM1284429-SCTASK2088209","03/31/2028","12/12/2025","General Rounding","NICU"
"PC031421","HSS-8062182","87KQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse Station","B1","176293","12/31/2026","12/13/2025","Critical Clinical","Medical Daycare"
"WT_860DNC08675","C006009","860DNC08675","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main","Nurse Station - Fetalink","2","","","07/18/2024","Excluded","Perinatal"
"PC090405","HSS-1048143","5HT4L44","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Emergency","Nurse's desk at C3","1","REQ1477910-RITM1559308-SCTASK2511598","10/31/2028","12/17/2025","Critical Clinical","Emergency Department"
"PC028001","HSS-8073683","GXP3KQ3","Gabriola Island","VIHA-GIHC-Gabriola Island Health Centre-Main Building-1st Floor","Main Building","Nurse's Office","1 ","VIHATRP20230417-052","09/30/2027","09/28/2023","General Rounding","Nanaimo Home Care Nursing"
"PC034207","HSS-8061417","8GG5XP3","Nanaimo","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","Main","Nurse's Room","1","VIHATRP20220815-013","11/30/2026","08/29/2025","General Rounding","Birch Wing"
"PC036059","HSS-8061437","9GG5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1","VIHATRP20220815-033","11/30/2026","12/16/2025","General Rounding","Renal Dialysis Unit"
"PC032748","HSS-8067133","1LZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station","6","VIHATRP20221003-104","02/28/2027","12/14/2025","Critical Clinical","General Medical and Orthopedic"
"AO400154","HSS-8084107","C23801M148","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse's Station","G","VIHATRP20240304-100","03/31/2028","12/07/2025","Mobile Cart","Rehab"
"PC031567","HSS-8059323","GKK25K3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Tower","Nurse's Station","4","VIHATRP20220620-048","12/31/2026","12/14/2025","Critical Clinical","General Medical and Stroke"
"WT_860DNC08500","C005128","860DNC08500","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's station","3","","","03/31/2023","Excluded","Surgical Care"
"PC036148","HSS-8060172","BBNQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","VIHATRP20220725-020","10/31/2026","12/10/2025","General Rounding","Perinatal"
"LD030517","HSS-8023569","3BSZ9C3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","Tower","Nurse's Station","5","VIHATRP20210816-042","05/31/2026","12/12/2025","General Rounding","General Medical & Renal"
"PC020844","HSS-8061469","16S2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","Tower","Nurse's Station","5","VIHATRP20220815-065","11/30/2026","12/12/2025","General Rounding","General Medical & Renal"
"LD033636","HSS-8061467","6WB1MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Tower","Nurse's Station","4","VIHATRP20220815-063","11/30/2026","12/14/2025","General Rounding","General Medical and Stroke"
"PC026702","HSS-8088638","DBX8D14","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","VIHATRP20240722-009","09/30/2028","12/02/2025","Critical Clinical","Med-Therapy-Rehab - NRGH Adm"
"PC031558","HSS-8061495","4J25XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Tower","Nurse's Station","2","VIHATRP20220815-091","11/30/2026","12/02/2025","General Rounding","Paediatric Ambulatory Health Clinic"
"PC032750","HSS-8067131","7NZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station","6","VIHATRP20221003-102","02/28/2027","12/14/2025","Critical Clinical","General Medical and Orthopedic"
"PC036369","HSS-8062139","H012RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","176291","12/31/2026","12/10/2025","Critical Clinical","Perinatal"
"PC032043","HSS-8059322","5XNZ4K3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Tower","Nurse's Station","4","VIHATRP20220620-047","12/31/2026","12/14/2025","General Rounding","General Medical and Stroke"
"PC090109","HSS-1045099","5ZV13Z3","Duncan","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","Nurse's Station","1","REQ1196019-RITM1259613-SCTASK2020680","02/29/2028","08/14/2025","General Rounding","Hospice - End of Life"
"TD030577","HSS-8086987","2WCHL34","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","VIHATRP20240527-036","06/30/2028","06/05/2025","General Rounding","NRGH ICU HAU & Respira Thrpy"
"LD033637","HSS-8061488","6CD8MN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Tower","Nurse's Station","2","VIHATRP20220815-084","11/30/2026","12/02/2025","General Rounding","Paediatric Ambulatory Health Clinic"
"PC060654","HSS-8061463","JFG5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","VIHATRP20220815-059","11/30/2026","12/12/2025","General Rounding","General Medical and Surgical"
"PC045954","HSS-8062355","1L25XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1","VIHATRP20220906-051","12/31/2026","12/16/2025","General Rounding","Renal Home Dialysis"
"PC046582","HSS-8061460","HFG5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","VIHATRP20220815-056","11/30/2026","12/12/2025","General Rounding","General Medical and Surgical"
"PC033325","HSS-8067129","4LZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station","6","VIHATRP20221003-100","02/28/2027","12/14/2025","Critical Clinical","General Medical and Orthopedic"
"PC060655","HSS-8061464","JL25XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","VIHATRP20220815-060","11/30/2026","12/12/2025","General Rounding","General Medical and Surgical"
"WT_860DNA01943","C005646","860DNA01943","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1","","","03/31/2023","Excluded","Cardiac and Internal Medicine Ward"
"WT_860DN909287","C005115","860DN909287","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","Tower","Nurse's Station","5","","","04/12/2024","Excluded","Medical Ward"
"PC034800","HSS-8062319","H2KQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse's Station","B","VIHATRP20220906-018","12/31/2026","12/08/2025","Critical Clinical","Palliative Care Services"
"PC023832","HSS-8090600","JGT4L44","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","VIHATRP20241014-051","11/30/2028","12/02/2025","Critical Clinical","Cardiac and Internal Medicine"
"PC036367","HSS-8060173","BFZ4XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","VIHATRP20220725-014","10/31/2026","12/10/2025","Critical Clinical","Perinatal"
"PC023835","HSS-8075728","DCYMPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Tower","Nurse's Station","1","VIHATRP20230626-084","06/30/2027","12/02/2025","General Rounding","Cardiac and Internal Medicine"
"PC067119","HSS-8078062","2WQVPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse's Station","B","VIHATRP20230828-105","06/30/2027","12/08/2025","General Rounding","Palliative Care Services"
"WT_860DN902829","C001166","860DN902829","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station","6","","","02/08/2024","Excluded","F6 Surgical"
"PC032700","HSS-8060170","4M72RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","VIHATRP20220725-017","10/31/2026","12/12/2025","Critical Clinical","NICU"
"WT_860DNC08672","C006309","860DNC08672","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","","","03/31/2023","Excluded","Surgical Care"
"PC067120","HSS-8078063","43VVPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse's Station","B","VIHATRP20230828-106","06/30/2027","12/08/2025","General Rounding","Palliative Care Services"
"PC023827","HSS-8061473","3Q23XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","Tower","Nurse's Station","5","VIHATRP20220815-069","11/30/2026","12/12/2025","General Rounding","General Medical & Renal"
"WT_860DNA02491","C005548","860DNA02491","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","Tower","Nurse's Station","4","","","02/24/2024","Excluded","General Medical"
"PC046570","HSS-8062342","FFX2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse's Station","G","VIHATRP20220906-032","12/31/2026","11/13/2025","General Rounding","Inpatient Psychiatry"
"PC023818","HSS-8075720","3SMMPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Tower","Nurse's Station","1","VIHATRP20230626-076","06/30/2027","12/02/2025","General Rounding","Cardiac and Internal Medicine"
"PC023810","HSS-8067130","8MZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station","6","VIHATRP20221003-101","02/28/2027","12/14/2025","General Rounding","General Medical and Orthopedic"
"PC030056","HSS-8075724","976LPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1","VIHATRP20230626-080","06/30/2027","12/16/2025","Critical Clinical","Renal Dialysis Unit"
"PC037887","HSS-8062159","8VVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","176289","12/31/2026","12/12/2025","Critical Clinical","NICU"
"PC106874","HSS-1111209","H4RCQ54","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","NRGH Main","Nurse's Station","6th FLOOR","REQ1741583-RITM1837844-SCTASK2955560","03/31/2029","12/14/2025","General Rounding",""
"PC023814","HSS-8061472","34S2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","Tower","Nurse's Station","5","VIHATRP20220815-068","11/30/2026","12/12/2025","General Rounding","General Medical & Renal"
"LD065908","HSS-8079880","6Y80GY3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","VIHATRP20231030-068","12/31/2027","12/16/2025","General Rounding","Renal Unit"
"PC061748","HSS-8078934","8VG2QR3","Duncan","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","Nurse's Station","1","VIHATRP20231003-070","06/30/2027","08/14/2025","General Rounding","Hospice - End of Life"
"PC038162","HSS-8061455","CGG5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","VIHATRP20220815-051","11/30/2026","12/12/2025","General Rounding","General Medical and Surgical"
"PC047870","HSS-8061915","4NRQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse's Station","B","VIHATRP20220822-037","11/30/2026","12/08/2025","Critical Clinical","Palliative Care Services"
"PC031410","HSS-8060179","78KQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Tower","Nurse's Station","2","VIHATRP20220725-026","10/31/2026","12/02/2025","Critical Clinical","Paediatric Ambulatory Health Clinic"
"PC046543","HSS-8062356","1J25XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Tower","Nurse's Station","1","VIHATRP20220906-052","12/31/2026","12/02/2025","General Rounding","Cardiac and Internal Medicine"
"PC036147","HSS-8062138","DWX1RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station","2","176291","12/31/2026","12/10/2025","General Rounding","Perinatal"
"WT_860DNA00636","C005126","860DNA00636","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","","","03/31/2023","Excluded","Surgical Care"
"PC036080","HSS-8061440","DNZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1","VIHATRP20220815-036","11/30/2026","12/16/2025","General Rounding","Renal Home Dialysis"
"PC023824","HSS-8088640","1WL5724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station","1st Floor","VIHATRP20240722-011","09/30/2028","12/02/2025","General Rounding","Cardiac and Internal Medicine"
"PC023808","HSS-8027368","6437VH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","Nurse's Station","3","VIHATRP20220314-023","07/31/2026","12/12/2025","General Rounding","General Medical and Surgical"
"PC032011","HSS-8089020","5J67D14","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main","Nurse's station (outside desk)","2","VIHATRP20240806-029","09/30/2028","12/02/2025","General Rounding","Paediatric Ambulatory"
"PC045955","HSS-8079873","3WG2QR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station - 724","1st Floor","VIHATRP20231030-061","06/30/2027","12/16/2025","Critical Clinical","Home Dialysis Clinic"
"PC032022","HSS-8061415","58W2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station - 724","1","VIHATRP20220815-011","11/30/2026","12/16/2025","Critical Clinical","Renal Dialysis Unit"
"LD065902","HSS-8082624","6GNQDY3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Nurse's Station - Back Office","B","VIHATRP20240122-078","02/29/2028","11/08/2025","General Rounding","LIRU"
"PC036368","HSS-8060182","8GX2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station - Reception - Behind Unit Clerk","2","VIHATRP20220725-028","10/31/2026","12/10/2025","Critical Clinical","Perinatal"
"PC045956","HSS-8071483","B0NMPR3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Nurse's Station - Unit Clerk","1","VIHATRP20230130-049","04/30/2027","12/16/2025","Critical Clinical","Renal Home Dialysis"
"PC036075","HSS-8061419","96S2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Tower","Nurse's Station - Unit Clerk","1","VIHATRP20220815-015","11/30/2026","12/02/2025","Critical Clinical","Cardiac and Internal Medicine"
"PC046581","HSS-8060185","HL03XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Tower","Nurse's Station - Unit Clerk","2","VIHATRP20220725-025","10/31/2026","12/02/2025","General Rounding","Paediatric Ambulatory Health Clinic"
"PC032754","HSS-8067128","5LZ2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","Tower","Nurse's Station - Unit Clerk","6","VIHATRP20221003-099","02/28/2027","12/14/2025","Critical Clinical","General Medical and Orthopedic"
"PC036145","HSS-8060181","88X2XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","Nurse's Station - Unit Clerk","2","VIHATRP20220725-030","10/31/2026","12/10/2025","Critical Clinical","Perinatal"
